User_ID,Segment,Primary_Need,Preferred_Device,Budget_INR,Location
412,Enthusiast/Pro,Data Overlay,High-end Action Cam,28329,Mumbai
413,Enthusiast/Pro,Image Quality,High-end Action Cam,33930,Chennai
414,Fitness/Recreational,Social Sharing,Mid-range Action Cam,19316,Tier-2 City
415,Fitness/Recreational,Scenery,Mid-range Action Cam,6900,Mumbai
416,Commuter,Battery Life,Budget Action Cam,1949,Mumbai
417,Commuter,Battery Life,Smartphone Mount,2503,Delhi
418,Commuter,Safety/Dashcam,Smartphone Mount,1203,Tier-2 City
419,Fitness/Recreational,Social Sharing,Mid-range Action Cam,14817,Pune
420,Fitness/Recreational,Scenery,Mid-range Action Cam,10105,Mumbai
421,Fitness/Recreational,Ease of Use,Smartphone Mount,8384,Delhi
422,Fitness/Recreational,Scenery,Smartphone Mount,5685,Bangalore
423,Commuter,Safety/Dashcam,Budget Action Cam,1931,Tier-2 City
424,Commuter,Evidence,Smartphone Mount,1743,Delhi
425,Commuter,Battery Life,Smartphone Mount,3791,Delhi
426,Fitness/Recreational,Scenery,Smartphone Mount,16663,Delhi
427,Commuter,Evidence,Smartphone Mount,704,Mumbai
428,Enthusiast/Pro,Image Quality,High-end Action Cam,25347,Mumbai
429,Commuter,Battery Life,Smartphone Mount,2797,Bangalore
430,Commuter,Battery Life,Smartphone Mount,1189,Chennai
431,Commuter,Safety/Dashcam,Budget Action Cam,3641,Chennai
432,Fitness/Recreational,Ease of Use,Smartphone Mount,5671,Chennai
433,Fitness/Recreational,Ease of Use,360 Cam,16918,Tier-2 City
434,Commuter,Battery Life,Smartphone Mount,4237,Tier-2 City
435,Commuter,Evidence,Budget Action Cam,2861,Bangalore
436,Fitness/Recreational,Social Sharing,Smartphone Mount,8670,Tier-2 City
437,Commuter,Evidence,Smartphone Mount,2852,Chennai
438,Fitness/Recreational,Ease of Use,Smartphone Mount,18140,Chennai
439,Fitness/Recreational,Social Sharing,Smartphone Mount,11304,Delhi
440,Commuter,Evidence,Budget Action Cam,1394,Tier-2 City
441,Commuter,Evidence,Smartphone Mount,1097,Mumbai
442,Enthusiast/Pro,Stabilization,High-end Action Cam,29879,Mumbai
443,Commuter,Safety/Dashcam,Smartphone Mount,2590,Delhi
444,Commuter,Safety/Dashcam,Budget Action Cam,4772,Delhi
445,Fitness/Recreational,Social Sharing,Mid-range Action Cam,6517,Delhi
446,Enthusiast/Pro,Image Quality,360 Cam,35177,Mumbai
447,Enthusiast/Pro,Data Overlay,High-end Action Cam,34357,Chennai
448,Fitness/Recreational,Social Sharing,Mid-range Action Cam,5097,Delhi
449,Commuter,Battery Life,Smartphone Mount,3657,Bangalore
450,Commuter,Battery Life,Smartphone Mount,1110,Delhi
451,Fitness/Recreational,Ease of Use,Mid-range Action Cam,10055,Pune
452,Fitness/Recreational,Ease of Use,Mid-range Action Cam,14369,Delhi
453,Commuter,Battery Life,Budget Action Cam,3291,Mumbai
454,Enthusiast/Pro,Data Overlay,360 Cam,47251,Tier-2 City
455,Commuter,Evidence,Smartphone Mount,3548,Delhi
456,Commuter,Evidence,Budget Action Cam,2613,Tier-2 City
457,Commuter,Safety/Dashcam,Smartphone Mount,4470,Pune
458,Commuter,Safety/Dashcam,Smartphone Mount,2774,Bangalore
459,Commuter,Evidence,Smartphone Mount,2314,Tier-2 City
460,Commuter,Safety/Dashcam,Smartphone Mount,4902,Chennai
461,Commuter,Battery Life,Smartphone Mount,4157,Delhi
462,Fitness/Recreational,Social Sharing,Mid-range Action Cam,12239,Pune
463,Fitness/Recreational,Ease of Use,Mid-range Action Cam,13078,Pune
464,Fitness/Recreational,Scenery,Mid-range Action Cam,19889,Tier-2 City
465,Enthusiast/Pro,Image Quality,360 Cam,39206,Bangalore
466,Commuter,Battery Life,Smartphone Mount,782,Mumbai
467,Commuter,Evidence,Smartphone Mount,3476,Delhi
468,Enthusiast/Pro,Data Overlay,High-end Action Cam,20612,Pune
469,Commuter,Battery Life,Smartphone Mount,3513,Bangalore
470,Enthusiast/Pro,Image Quality,High-end Action Cam,22591,Chennai
471,Commuter,Safety/Dashcam,Budget Action Cam,4458,Pune
472,Enthusiast/Pro,Data Overlay,High-end Action Cam,30102,Bangalore
473,Commuter,Safety/Dashcam,Smartphone Mount,4864,Mumbai
474,Enthusiast/Pro,Image Quality,High-end Action Cam,21125,Mumbai
475,Fitness/Recreational,Scenery,Smartphone Mount,13438,Pune
476,Enthusiast/Pro,Stabilization,360 Cam,42658,Pune
477,Commuter,Safety/Dashcam,Smartphone Mount,2439,Tier-2 City
478,Fitness/Recreational,Scenery,Smartphone Mount,16261,Delhi
479,Enthusiast/Pro,Data Overlay,Drone,31739,Bangalore
480,Fitness/Recreational,Social Sharing,Smartphone Mount,16749,Pune
481,Fitness/Recreational,Scenery,Smartphone Mount,12544,Delhi
482,Fitness/Recreational,Ease of Use,360 Cam,18675,Tier-2 City
483,Commuter,Safety/Dashcam,Smartphone Mount,1654,Delhi
484,Fitness/Recreational,Scenery,Smartphone Mount,8348,Pune
485,Fitness/Recreational,Scenery,Smartphone Mount,14172,Mumbai
486,Enthusiast/Pro,Stabilization,High-end Action Cam,32328,Bangalore
487,Commuter,Battery Life,Smartphone Mount,1598,Bangalore
488,Commuter,Safety/Dashcam,Smartphone Mount,1395,Mumbai
489,Enthusiast/Pro,Image Quality,360 Cam,43147,Pune
490,Enthusiast/Pro,Stabilization,360 Cam,29122,Bangalore
491,Commuter,Safety/Dashcam,Smartphone Mount,1589,Pune
492,Fitness/Recreational,Ease of Use,Mid-range Action Cam,5155,Tier-2 City
493,Commuter,Battery Life,Smartphone Mount,4719,Pune
494,Commuter,Safety/Dashcam,Budget Action Cam,1354,Delhi
495,Commuter,Battery Life,Smartphone Mount,941,Mumbai
496,Commuter,Safety/Dashcam,Smartphone Mount,1836,Pune
497,Fitness/Recreational,Social Sharing,Smartphone Mount,13179,Tier-2 City
498,Commuter,Evidence,Budget Action Cam,892,Chennai
499,Enthusiast/Pro,Stabilization,High-end Action Cam,43758,Mumbai
500,Enthusiast/Pro,Image Quality,360 Cam,41125,Bangalore
501,Fitness/Recreational,Ease of Use,Smartphone Mount,14658,Delhi
502,Fitness/Recreational,Ease of Use,Smartphone Mount,11701,Bangalore
503,Commuter,Evidence,Smartphone Mount,1339,Tier-2 City
504,Fitness/Recreational,Scenery,Smartphone Mount,10661,Tier-2 City
505,Fitness/Recreational,Ease of Use,Smartphone Mount,13787,Bangalore
506,Commuter,Safety/Dashcam,Smartphone Mount,4865,Mumbai
507,Enthusiast/Pro,Image Quality,Drone,41141,Bangalore
508,Fitness/Recreational,Social Sharing,Smartphone Mount,7946,Pune
509,Enthusiast/Pro,Image Quality,360 Cam,46907,Bangalore
510,Fitness/Recreational,Social Sharing,360 Cam,12230,Delhi
511,Fitness/Recreational,Social Sharing,Smartphone Mount,18686,Delhi
512,Commuter,Safety/Dashcam,Smartphone Mount,3490,Chennai
513,Enthusiast/Pro,Image Quality,High-end Action Cam,21460,Delhi
514,Enthusiast/Pro,Data Overlay,High-end Action Cam,30704,Bangalore
515,Commuter,Evidence,Smartphone Mount,3947,Delhi
516,Commuter,Safety/Dashcam,Budget Action Cam,2262,Mumbai
517,Commuter,Safety/Dashcam,Smartphone Mount,2769,Delhi
518,Fitness/Recreational,Social Sharing,Smartphone Mount,13259,Pune
519,Enthusiast/Pro,Image Quality,360 Cam,44173,Mumbai
520,Commuter,Evidence,Budget Action Cam,3698,Chennai
521,Fitness/Recreational,Ease of Use,Smartphone Mount,7524,Pune
522,Commuter,Evidence,Budget Action Cam,2193,Bangalore
523,Enthusiast/Pro,Stabilization,High-end Action Cam,49165,Bangalore
524,Fitness/Recreational,Scenery,Mid-range Action Cam,5660,Bangalore
525,Fitness/Recreational,Social Sharing,Smartphone Mount,17132,Pune
526,Commuter,Battery Life,Smartphone Mount,2544,Pune
527,Commuter,Safety/Dashcam,Budget Action Cam,1558,Pune
528,Commuter,Safety/Dashcam,Smartphone Mount,3027,Mumbai
529,Commuter,Safety/Dashcam,Smartphone Mount,842,Tier-2 City
530,Enthusiast/Pro,Stabilization,High-end Action Cam,26581,Mumbai
531,Fitness/Recreational,Scenery,Mid-range Action Cam,15088,Bangalore
532,Enthusiast/Pro,Stabilization,360 Cam,43132,Tier-2 City
533,Enthusiast/Pro,Image Quality,360 Cam,44370,Delhi
534,Fitness/Recreational,Scenery,Mid-range Action Cam,8740,Bangalore
535,Fitness/Recreational,Ease of Use,Smartphone Mount,6478,Chennai
536,Enthusiast/Pro,Image Quality,360 Cam,28770,Mumbai
537,Fitness/Recreational,Scenery,Smartphone Mount,7007,Pune
538,Commuter,Evidence,Smartphone Mount,2292,Mumbai
539,Commuter,Battery Life,Smartphone Mount,2761,Pune
540,Commuter,Safety/Dashcam,Smartphone Mount,4857,Tier-2 City
541,Enthusiast/Pro,Image Quality,Drone,33778,Chennai
542,Fitness/Recreational,Scenery,360 Cam,15332,Tier-2 City
543,Commuter,Safety/Dashcam,Smartphone Mount,641,Chennai
544,Fitness/Recreational,Ease of Use,Smartphone Mount,19163,Mumbai
545,Fitness/Recreational,Social Sharing,Mid-range Action Cam,10093,Pune
546,Commuter,Safety/Dashcam,Smartphone Mount,1713,Tier-2 City
547,Commuter,Battery Life,Budget Action Cam,840,Chennai
548,Fitness/Recreational,Social Sharing,Mid-range Action Cam,17605,Bangalore
549,Fitness/Recreational,Scenery,Smartphone Mount,15621,Bangalore
550,Fitness/Recreational,Social Sharing,Smartphone Mount,18860,Tier-2 City
551,Fitness/Recreational,Social Sharing,Mid-range Action Cam,5855,Pune
552,Enthusiast/Pro,Data Overlay,High-end Action Cam,36294,Tier-2 City
553,Fitness/Recreational,Ease of Use,Mid-range Action Cam,9492,Mumbai
554,Fitness/Recreational,Ease of Use,Smartphone Mount,10002,Chennai
555,Enthusiast/Pro,Data Overlay,Drone,40012,Mumbai
556,Commuter,Safety/Dashcam,Smartphone Mount,518,Bangalore
557,Commuter,Safety/Dashcam,Budget Action Cam,3839,Chennai
558,Commuter,Safety/Dashcam,Smartphone Mount,3872,Tier-2 City
559,Fitness/Recreational,Scenery,360 Cam,8321,Mumbai
560,Fitness/Recreational,Social Sharing,Smartphone Mount,18146,Delhi
561,Fitness/Recreational,Scenery,Smartphone Mount,8052,Pune
562,Commuter,Battery Life,Smartphone Mount,2375,Pune
563,Commuter,Evidence,Smartphone Mount,1489,Delhi
564,Commuter,Safety/Dashcam,Smartphone Mount,1093,Bangalore
565,Commuter,Safety/Dashcam,Smartphone Mount,2959,Chennai
566,Fitness/Recreational,Social Sharing,Smartphone Mount,16641,Pune
567,Commuter,Battery Life,Smartphone Mount,4506,Delhi
568,Commuter,Evidence,Smartphone Mount,4700,Tier-2 City
569,Enthusiast/Pro,Image Quality,High-end Action Cam,30058,Delhi
570,Commuter,Safety/Dashcam,Smartphone Mount,4805,Bangalore
571,Fitness/Recreational,Ease of Use,360 Cam,12544,Bangalore
572,Fitness/Recreational,Ease of Use,Mid-range Action Cam,8155,Mumbai
573,Commuter,Evidence,Smartphone Mount,4085,Pune
574,Fitness/Recreational,Social Sharing,Smartphone Mount,11031,Mumbai
575,Enthusiast/Pro,Image Quality,High-end Action Cam,33392,Delhi
576,Enthusiast/Pro,Data Overlay,High-end Action Cam,38850,Chennai
577,Commuter,Battery Life,Smartphone Mount,2498,Chennai
578,Enthusiast/Pro,Image Quality,Drone,24669,Bangalore
579,Commuter,Safety/Dashcam,Smartphone Mount,1931,Chennai
580,Commuter,Safety/Dashcam,Smartphone Mount,2824,Chennai
581,Commuter,Evidence,Budget Action Cam,3158,Chennai
582,Enthusiast/Pro,Data Overlay,High-end Action Cam,24020,Delhi
583,Commuter,Evidence,Budget Action Cam,3759,Chennai
584,Commuter,Evidence,Smartphone Mount,2742,Tier-2 City
585,Fitness/Recreational,Ease of Use,Mid-range Action Cam,7070,Chennai
586,Commuter,Battery Life,Smartphone Mount,2541,Chennai
587,Commuter,Battery Life,Smartphone Mount,2135,Mumbai
588,Commuter,Safety/Dashcam,Smartphone Mount,3861,Delhi
589,Commuter,Safety/Dashcam,Smartphone Mount,2091,Bangalore
590,Commuter,Safety/Dashcam,Smartphone Mount,3719,Mumbai
591,Commuter,Battery Life,Smartphone Mount,1413,Pune
592,Fitness/Recreational,Ease of Use,Smartphone Mount,18790,Delhi
593,Commuter,Battery Life,Smartphone Mount,3428,Tier-2 City
594,Commuter,Evidence,Budget Action Cam,1429,Delhi
595,Enthusiast/Pro,Image Quality,High-end Action Cam,35747,Pune
596,Commuter,Safety/Dashcam,Smartphone Mount,1899,Pune
597,Fitness/Recreational,Ease of Use,Mid-range Action Cam,9652,Pune
598,Commuter,Evidence,Smartphone Mount,4958,Bangalore
599,Commuter,Battery Life,Smartphone Mount,2341,Chennai
600,Commuter,Evidence,Budget Action Cam,1410,Delhi
601,Commuter,Safety/Dashcam,Smartphone Mount,2669,Chennai
602,Commuter,Safety/Dashcam,Smartphone Mount,623,Chennai
603,Commuter,Safety/Dashcam,Smartphone Mount,1285,Tier-2 City
604,Commuter,Safety/Dashcam,Budget Action Cam,4672,Pune
605,Commuter,Battery Life,Budget Action Cam,2436,Bangalore
606,Commuter,Safety/Dashcam,Budget Action Cam,1801,Tier-2 City
607,Commuter,Safety/Dashcam,Smartphone Mount,2852,Mumbai
608,Commuter,Safety/Dashcam,Smartphone Mount,2890,Bangalore
609,Fitness/Recreational,Ease of Use,Smartphone Mount,14569,Chennai
610,Fitness/Recreational,Social Sharing,Smartphone Mount,5340,Bangalore
611,Commuter,Evidence,Smartphone Mount,2056,Pune
612,Fitness/Recreational,Ease of Use,Mid-range Action Cam,14714,Mumbai
613,Fitness/Recreational,Social Sharing,Mid-range Action Cam,14495,Pune
614,Commuter,Safety/Dashcam,Smartphone Mount,1634,Mumbai
615,Enthusiast/Pro,Image Quality,High-end Action Cam,26652,Tier-2 City
616,Enthusiast/Pro,Data Overlay,360 Cam,44401,Chennai
617,Commuter,Evidence,Smartphone Mount,3334,Mumbai
618,Commuter,Safety/Dashcam,Budget Action Cam,3067,Mumbai
619,Fitness/Recreational,Social Sharing,Smartphone Mount,15403,Mumbai
620,Fitness/Recreational,Scenery,Smartphone Mount,11207,Bangalore
621,Commuter,Battery Life,Budget Action Cam,766,Tier-2 City
622,Commuter,Evidence,Smartphone Mount,3711,Bangalore
623,Commuter,Evidence,Smartphone Mount,2010,Chennai
624,Commuter,Safety/Dashcam,Budget Action Cam,2460,Mumbai
625,Fitness/Recreational,Scenery,Smartphone Mount,18893,Tier-2 City
626,Commuter,Safety/Dashcam,Budget Action Cam,3167,Tier-2 City
627,Commuter,Evidence,Smartphone Mount,2110,Delhi
628,Fitness/Recreational,Social Sharing,Mid-range Action Cam,7454,Chennai
629,Commuter,Battery Life,Smartphone Mount,3308,Tier-2 City
630,Commuter,Battery Life,Smartphone Mount,4302,Mumbai
631,Fitness/Recreational,Scenery,Smartphone Mount,10806,Mumbai
632,Enthusiast/Pro,Stabilization,High-end Action Cam,29094,Tier-2 City
633,Fitness/Recreational,Social Sharing,Smartphone Mount,15750,Bangalore
634,Fitness/Recreational,Social Sharing,Smartphone Mount,12084,Chennai
635,Commuter,Safety/Dashcam,Smartphone Mount,4435,Mumbai
636,Commuter,Battery Life,Smartphone Mount,2990,Tier-2 City
637,Fitness/Recreational,Social Sharing,Mid-range Action Cam,12661,Mumbai
638,Commuter,Safety/Dashcam,Budget Action Cam,3267,Tier-2 City
639,Commuter,Evidence,Smartphone Mount,3920,Chennai
640,Commuter,Evidence,Budget Action Cam,4137,Tier-2 City
641,Commuter,Evidence,Smartphone Mount,4721,Delhi
642,Commuter,Safety/Dashcam,Smartphone Mount,4252,Tier-2 City
643,Commuter,Battery Life,Smartphone Mount,4652,Tier-2 City
644,Commuter,Evidence,Smartphone Mount,4614,Chennai
645,Commuter,Evidence,Smartphone Mount,4708,Tier-2 City
646,Enthusiast/Pro,Stabilization,High-end Action Cam,32866,Chennai
647,Fitness/Recreational,Social Sharing,Smartphone Mount,14764,Delhi
648,Fitness/Recreational,Social Sharing,Smartphone Mount,9236,Chennai
649,Fitness/Recreational,Social Sharing,Mid-range Action Cam,13392,Mumbai
650,Commuter,Battery Life,Budget Action Cam,2741,Chennai
651,Commuter,Battery Life,Smartphone Mount,3836,Delhi
652,Fitness/Recreational,Scenery,Smartphone Mount,12427,Pune
653,Fitness/Recreational,Scenery,Smartphone Mount,6098,Tier-2 City
654,Fitness/Recreational,Ease of Use,Mid-range Action Cam,14101,Chennai
655,Commuter,Safety/Dashcam,Budget Action Cam,2592,Tier-2 City
656,Commuter,Safety/Dashcam,Smartphone Mount,857,Bangalore
657,Commuter,Evidence,Smartphone Mount,2922,Mumbai
658,Commuter,Evidence,Budget Action Cam,1997,Mumbai
659,Fitness/Recreational,Social Sharing,Mid-range Action Cam,19238,Bangalore
660,Fitness/Recreational,Scenery,Smartphone Mount,7951,Bangalore
661,Commuter,Battery Life,Budget Action Cam,4465,Chennai
662,Enthusiast/Pro,Stabilization,Drone,22780,Bangalore
663,Fitness/Recreational,Ease of Use,Smartphone Mount,7368,Pune
664,Commuter,Safety/Dashcam,Smartphone Mount,936,Tier-2 City
665,Commuter,Safety/Dashcam,Smartphone Mount,4358,Tier-2 City
666,Commuter,Safety/Dashcam,Budget Action Cam,2884,Delhi
667,Commuter,Battery Life,Smartphone Mount,2089,Bangalore
668,Commuter,Evidence,Smartphone Mount,1511,Bangalore
669,Commuter,Safety/Dashcam,Budget Action Cam,2807,Pune
670,Commuter,Safety/Dashcam,Budget Action Cam,1535,Mumbai
671,Commuter,Battery Life,Smartphone Mount,4949,Mumbai
672,Enthusiast/Pro,Stabilization,High-end Action Cam,34027,Tier-2 City
673,Commuter,Safety/Dashcam,Smartphone Mount,1764,Tier-2 City
674,Fitness/Recreational,Scenery,Mid-range Action Cam,6809,Chennai
675,Commuter,Evidence,Budget Action Cam,3914,Pune
676,Enthusiast/Pro,Image Quality,High-end Action Cam,22437,Delhi
677,Commuter,Safety/Dashcam,Budget Action Cam,1167,Delhi
678,Commuter,Battery Life,Budget Action Cam,4732,Pune
679,Enthusiast/Pro,Stabilization,360 Cam,25571,Delhi
680,Enthusiast/Pro,Image Quality,360 Cam,30380,Mumbai
681,Fitness/Recreational,Ease of Use,360 Cam,15863,Delhi
682,Commuter,Battery Life,Smartphone Mount,970,Delhi
683,Commuter,Evidence,Smartphone Mount,4399,Pune
684,Fitness/Recreational,Ease of Use,Mid-range Action Cam,12094,Pune
685,Enthusiast/Pro,Image Quality,High-end Action Cam,40180,Delhi
686,Fitness/Recreational,Social Sharing,Mid-range Action Cam,18412,Bangalore
687,Fitness/Recreational,Social Sharing,Smartphone Mount,5522,Pune
688,Commuter,Safety/Dashcam,Smartphone Mount,2129,Chennai
689,Fitness/Recreational,Social Sharing,Smartphone Mount,12122,Chennai
690,Commuter,Battery Life,Smartphone Mount,3357,Mumbai
691,Commuter,Safety/Dashcam,Smartphone Mount,3087,Delhi
692,Commuter,Safety/Dashcam,Smartphone Mount,2019,Bangalore
693,Fitness/Recreational,Scenery,Mid-range Action Cam,13418,Mumbai
694,Commuter,Safety/Dashcam,Smartphone Mount,4572,Delhi
695,Commuter,Safety/Dashcam,Smartphone Mount,896,Pune
696,Fitness/Recreational,Ease of Use,Mid-range Action Cam,17936,Chennai
697,Commuter,Safety/Dashcam,Budget Action Cam,4393,Tier-2 City
698,Fitness/Recreational,Scenery,Smartphone Mount,15860,Bangalore
699,Commuter,Battery Life,Smartphone Mount,661,Tier-2 City
700,Commuter,Safety/Dashcam,Smartphone Mount,1439,Chennai
701,Fitness/Recreational,Social Sharing,Mid-range Action Cam,18109,Tier-2 City
702,Commuter,Evidence,Smartphone Mount,4104,Pune
703,Commuter,Battery Life,Smartphone Mount,2596,Delhi
704,Commuter,Evidence,Budget Action Cam,2600,Pune
705,Commuter,Evidence,Smartphone Mount,4248,Tier-2 City
706,Enthusiast/Pro,Image Quality,High-end Action Cam,30197,Pune
707,Commuter,Safety/Dashcam,Smartphone Mount,1174,Chennai
708,Fitness/Recreational,Social Sharing,Mid-range Action Cam,7661,Bangalore
709,Commuter,Safety/Dashcam,Budget Action Cam,4766,Pune
710,Fitness/Recreational,Social Sharing,360 Cam,8259,Chennai
711,Fitness/Recreational,Scenery,Mid-range Action Cam,8923,Bangalore
712,Fitness/Recreational,Ease of Use,Mid-range Action Cam,16950,Delhi
713,Commuter,Safety/Dashcam,Smartphone Mount,3245,Tier-2 City
714,Commuter,Battery Life,Smartphone Mount,2722,Delhi
715,Commuter,Evidence,Smartphone Mount,3962,Mumbai
716,Enthusiast/Pro,Data Overlay,High-end Action Cam,42582,Chennai
717,Fitness/Recreational,Scenery,Smartphone Mount,17088,Bangalore
718,Enthusiast/Pro,Image Quality,High-end Action Cam,20719,Pune
719,Commuter,Battery Life,Smartphone Mount,1472,Delhi
720,Fitness/Recreational,Ease of Use,Mid-range Action Cam,9402,Bangalore
721,Enthusiast/Pro,Data Overlay,High-end Action Cam,43303,Chennai
722,Commuter,Safety/Dashcam,Smartphone Mount,4075,Mumbai
723,Commuter,Safety/Dashcam,Smartphone Mount,1143,Delhi
724,Fitness/Recreational,Ease of Use,Mid-range Action Cam,7204,Tier-2 City
725,Fitness/Recreational,Scenery,Mid-range Action Cam,8276,Bangalore
726,Fitness/Recreational,Ease of Use,Smartphone Mount,14433,Tier-2 City
727,Commuter,Evidence,Budget Action Cam,1130,Bangalore
728,Fitness/Recreational,Social Sharing,Mid-range Action Cam,14171,Bangalore
729,Commuter,Evidence,Smartphone Mount,4371,Chennai
730,Commuter,Evidence,Smartphone Mount,3770,Chennai
731,Commuter,Evidence,Budget Action Cam,960,Chennai
732,Fitness/Recreational,Social Sharing,Mid-range Action Cam,18379,Pune
733,Fitness/Recreational,Ease of Use,Smartphone Mount,6994,Bangalore
734,Fitness/Recreational,Ease of Use,Mid-range Action Cam,11707,Delhi
735,Commuter,Evidence,Smartphone Mount,2223,Tier-2 City
736,Enthusiast/Pro,Data Overlay,360 Cam,34824,Chennai
737,Commuter,Evidence,Smartphone Mount,2276,Chennai
738,Fitness/Recreational,Scenery,Smartphone Mount,10939,Tier-2 City
739,Commuter,Safety/Dashcam,Smartphone Mount,2196,Tier-2 City
740,Commuter,Evidence,Smartphone Mount,4309,Bangalore
741,Commuter,Battery Life,Smartphone Mount,3000,Chennai
742,Commuter,Evidence,Smartphone Mount,3145,Tier-2 City
743,Fitness/Recreational,Scenery,Smartphone Mount,15541,Pune
744,Fitness/Recreational,Social Sharing,Smartphone Mount,19338,Pune
745,Commuter,Evidence,Budget Action Cam,3067,Chennai
746,Enthusiast/Pro,Data Overlay,High-end Action Cam,47808,Tier-2 City
747,Commuter,Safety/Dashcam,Budget Action Cam,2880,Bangalore
748,Fitness/Recreational,Scenery,Mid-range Action Cam,18979,Bangalore
749,Enthusiast/Pro,Image Quality,High-end Action Cam,32867,Bangalore
750,Fitness/Recreational,Ease of Use,Smartphone Mount,7743,Mumbai
751,Commuter,Battery Life,Budget Action Cam,856,Chennai
752,Enthusiast/Pro,Data Overlay,Drone,26102,Bangalore
753,Fitness/Recreational,Ease of Use,Smartphone Mount,15193,Pune
754,Commuter,Evidence,Smartphone Mount,1119,Tier-2 City
755,Commuter,Battery Life,Budget Action Cam,3925,Delhi
756,Fitness/Recreational,Social Sharing,360 Cam,13436,Delhi
757,Fitness/Recreational,Scenery,360 Cam,13711,Bangalore
758,Fitness/Recreational,Social Sharing,Mid-range Action Cam,15717,Delhi
759,Enthusiast/Pro,Stabilization,High-end Action Cam,43978,Delhi
760,Fitness/Recreational,Ease of Use,Mid-range Action Cam,8667,Mumbai
761,Commuter,Evidence,Budget Action Cam,585,Pune
762,Commuter,Safety/Dashcam,Budget Action Cam,4119,Pune
763,Commuter,Safety/Dashcam,Smartphone Mount,4509,Mumbai
764,Fitness/Recreational,Ease of Use,Mid-range Action Cam,19039,Mumbai
765,Commuter,Evidence,Smartphone Mount,2869,Delhi
766,Fitness/Recreational,Ease of Use,Mid-range Action Cam,10722,Chennai
767,Fitness/Recreational,Scenery,Smartphone Mount,16128,Tier-2 City
768,Enthusiast/Pro,Data Overlay,High-end Action Cam,38060,Tier-2 City
769,Commuter,Safety/Dashcam,Smartphone Mount,1961,Delhi
770,Fitness/Recreational,Ease of Use,360 Cam,18810,Tier-2 City
771,Commuter,Safety/Dashcam,Smartphone Mount,3152,Mumbai
772,Fitness/Recreational,Ease of Use,Smartphone Mount,14171,Pune
773,Commuter,Safety/Dashcam,Smartphone Mount,4196,Tier-2 City
774,Commuter,Battery Life,Smartphone Mount,3265,Delhi
775,Fitness/Recreational,Social Sharing,Mid-range Action Cam,13307,Chennai
776,Commuter,Safety/Dashcam,Smartphone Mount,3662,Delhi
777,Commuter,Evidence,Smartphone Mount,2661,Bangalore
778,Fitness/Recreational,Social Sharing,Smartphone Mount,19188,Delhi
779,Fitness/Recreational,Ease of Use,Mid-range Action Cam,8786,Mumbai
780,Fitness/Recreational,Social Sharing,Smartphone Mount,6913,Pune
781,Fitness/Recreational,Social Sharing,Smartphone Mount,15593,Pune
782,Fitness/Recreational,Social Sharing,Smartphone Mount,18891,Tier-2 City
783,Commuter,Safety/Dashcam,Budget Action Cam,3371,Mumbai
784,Commuter,Battery Life,Smartphone Mount,3135,Bangalore
785,Commuter,Evidence,Budget Action Cam,1632,Mumbai
786,Enthusiast/Pro,Stabilization,360 Cam,26297,Delhi
787,Fitness/Recreational,Social Sharing,Smartphone Mount,7179,Mumbai
788,Commuter,Battery Life,Smartphone Mount,1922,Mumbai
789,Commuter,Evidence,Smartphone Mount,4816,Bangalore
790,Enthusiast/Pro,Data Overlay,High-end Action Cam,48783,Delhi
791,Commuter,Battery Life,Smartphone Mount,4065,Chennai
792,Fitness/Recreational,Social Sharing,Smartphone Mount,19201,Chennai
793,Fitness/Recreational,Ease of Use,Mid-range Action Cam,19208,Pune
794,Fitness/Recreational,Ease of Use,Smartphone Mount,16546,Tier-2 City
795,Commuter,Battery Life,Smartphone Mount,4107,Mumbai
796,Enthusiast/Pro,Image Quality,360 Cam,36673,Pune
797,Enthusiast/Pro,Data Overlay,High-end Action Cam,23252,Bangalore
798,Fitness/Recreational,Ease of Use,360 Cam,9958,Chennai
799,Fitness/Recreational,Scenery,Mid-range Action Cam,9776,Mumbai
800,Enthusiast/Pro,Data Overlay,High-end Action Cam,45275,Bangalore
801,Fitness/Recreational,Scenery,Smartphone Mount,17088,Tier-2 City
802,Commuter,Evidence,Smartphone Mount,3656,Bangalore
803,Fitness/Recreational,Social Sharing,Smartphone Mount,13575,Mumbai
804,Fitness/Recreational,Ease of Use,Smartphone Mount,15179,Tier-2 City
805,Commuter,Evidence,Budget Action Cam,3298,Bangalore
806,Fitness/Recreational,Social Sharing,Mid-range Action Cam,16606,Tier-2 City
807,Enthusiast/Pro,Image Quality,High-end Action Cam,22749,Mumbai
808,Enthusiast/Pro,Data Overlay,360 Cam,36589,Mumbai
809,Commuter,Safety/Dashcam,Smartphone Mount,3950,Tier-2 City
810,Commuter,Battery Life,Budget Action Cam,4122,Delhi
811,Enthusiast/Pro,Image Quality,High-end Action Cam,22708,Pune
812,Fitness/Recreational,Social Sharing,Smartphone Mount,17278,Bangalore
813,Commuter,Battery Life,Budget Action Cam,4849,Bangalore
814,Enthusiast/Pro,Data Overlay,High-end Action Cam,23551,Delhi
815,Enthusiast/Pro,Image Quality,High-end Action Cam,22832,Delhi
816,Fitness/Recreational,Ease of Use,Mid-range Action Cam,16156,Delhi
817,Fitness/Recreational,Social Sharing,Smartphone Mount,19144,Chennai
818,Commuter,Battery Life,Smartphone Mount,4375,Chennai
819,Commuter,Safety/Dashcam,Budget Action Cam,4699,Tier-2 City
